日付,ドル円,ポンド円,オシレーター買いドル円,オシレーター中立ドル円,オシレーター売りドル円,移動平均買いドル円,移動平均中立ドル円,移動平均売りドル円,オシレーター買いポンド円,オシレーター中立ポンド円,オシレーター売りポンド円,移動平均買いポンド円,移動平均中立ポンド円,移動平均売りポンド円,S&P500指数,S&P500指数変化率,日経平均株価,日経平均株価変化率,UK100INDEX,UK100INDEX変化率,恐怖指数,恐怖指数変化率,ドル円(15分前),ポンド円(15分前),ドル円(1分後),ポンド円(1分後)
2021/01/04/ 19:41:15,102.751,140.600,1,8,2,0,1,15,2,6,3,14,1,2,3756.08,0.0,27258.31,0.0,6632.6,0.0,23.07,0.0,102.758,140.581,102.750,140.602
2021/01/04/ 19:42:21,102.750,140.602,1,8,2,0,1,15,3,7,1,14,1,2,3756.08,0.0,27258.31,0.0,6632.6,0.0,23.07,0.0,102.762,140.591,102.764,140.633
2021/01/04/ 19:43:25,102.764,140.633,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27258.31,0.0,6634.4,0.0271,23.06,-0.0433,102.764,140.575,102.757,140.630
2021/01/04/ 19:44:30,102.757,140.630,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27258.31,0.0,6634.4,0.0,23.06,0.0,102.763,140.567,102.765,140.660
102.763,140.567,102.759,140.667
2021/01/04/ 19:45:40,102.759,140.667,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6628.8,-0.0844,23.12,0.2602,102.758,140.587,102.760,140.657
2021/01/04/ 19:46:44,102.760,140.657,1,8,2,0,1,15,3,6,2,13,1,3,3756.08,0.0,27258.31,0.0,6628.8,0.0,23.12,0.0,102.758,140.57,102.775,140.682
2021/01/04/ 19:47:50,102.775,140.682,1,8,2,0,1,15,3,6,2,15,1,1,3756.08,0.0,27258.31,0.0,6630.2,0.0211,23.04,-0.346,102.755,140.586,102.770,140.690
2021/01/04/ 19:48:54,102.770,140.690,1,8,2,0,1,15,2,7,2,16,1,0,3756.08,0.0,27258.31,0.0,6630.2,0.0,23.04,0.0,102.76,140.572,102.754,140.715
2021/01/04/ 19:49:59,102.754,140.715,1,8,2,0,1,15,2,6,3,16,1,0,3756.08,0.0,27258.31,0.0,6630.5,0.0045,23.03,-0.0434,102.76,140.547,102.756,140.725
2021/01/04/ 19:51:04,102.756,140.725,1,8,2,0,1,15,2,6,3,15,1,1,3756.08,0.0,27258.31,0.0,6630.5,0.0,23.03,0.0,102.757,140.558,102.760,140.733
2021/01/04/ 19:52:12,102.760,140.733,1,8,2,0,1,15,3,6,2,15,1,1,3756.08,0.0,27258.31,0.0,6630.5,0.0,23.03,0.0,102.748,140.562,102.766,140.741
2021/01/04/ 19:53:22,102.766,140.741,1,8,2,0,1,15,3,7,1,15,1,1,3756.08,0.0,27258.31,0.0,6630.5,0.0,23.03,0.0,102.749,140.576,102.779,140.737
102.749,140.576,102.780,140.737
2021/01/04/ 19:54:40,102.780,140.737,1,8,2,0,1,15,2,6,3,15,1,1,3756.08,0.0,27258.31,0.0,6624.5,-0.0905,22.99,-0.1737,102.746,140.56,102.777,140.743
2021/01/04/ 19:55:49,102.777,140.743,1,8,2,0,1,15,1,9,1,16,1,0,3756.08,0.0,27258.31,0.0,6624.5,0.0,22.99,0.0,102.755,140.578,102.777,140.778
2021/01/04/ 19:56:57,102.777,140.778,1,8,2,0,1,15,1,8,2,16,1,0,3756.08,0.0,27258.31,0.0,6624.5,0.0,22.99,0.0,102.751,140.6,102.776,140.760
2021/01/04/ 19:58:06,102.776,140.760,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6624.5,0.0,22.99,0.0,102.75,140.602,102.794,140.717
2021/01/04/ 19:59:15,102.794,140.717,1,8,2,0,1,15,0,9,2,13,1,3,3756.08,0.0,27258.31,0.0,6623.6,-0.0136,23.00,0.0435,102.764,140.633,102.801,140.764
2021/01/04/ 20:00:20,102.801,140.764,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6623.6,0.0,23.00,0.0,102.757,140.63,102.809,140.786
2021/01/04/ 20:01:25,102.809,140.786,1,8,2,0,1,15,1,9,1,16,1,0,3756.08,0.0,27258.31,0.0,6629.4,0.0876,23.00,0.0,102.759,140.667,102.792,140.790
2021/01/04/ 20:02:33,102.792,140.790,1,8,2,0,1,15,2,7,2,16,1,0,3756.08,0.0,27258.31,0.0,6629.4,0.0,23.00,0.0,102.76,140.657,102.799,140.790
2021/01/04/ 20:03:38,102.799,140.790,1,8,2,0,1,15,3,7,1,16,1,0,3756.08,0.0,27258.31,0.0,6631.6,0.0332,22.99,-0.0435,102.775,140.682,102.790,140.835
2021/01/04/ 20:04:43,102.790,140.835,1,8,2,0,1,15,2,6,3,15,1,1,3756.08,0.0,27258.31,0.0,6631.6,0.0,22.99,0.0,102.77,140.69,102.794,140.816
2021/01/04/ 20:05:51,102.794,140.816,1,8,2,0,1,15,4,6,1,15,1,1,3756.08,0.0,27258.31,0.0,6631.6,0.0,22.99,0.0,102.754,140.715,102.780,140.789
2021/01/04/ 20:06:56,102.780,140.789,1,8,2,0,1,15,1,8,2,13,1,3,3756.08,0.0,27258.31,0.0,6631.6,0.0,22.99,0.0,102.756,140.725,102.795,140.767
2021/01/04/ 20:08:01,102.795,140.767,1,8,2,0,1,15,0,9,2,13,1,3,3756.08,0.0,27258.31,0.0,6638.5,0.104,23.00,0.0435,102.76,140.733,102.790,140.786
2021/01/04/ 20:09:05,102.790,140.786,1,8,2,0,1,15,1,9,1,14,1,2,3756.08,0.0,27258.31,0.0,6638.5,0.0,23.00,0.0,102.766,140.741,102.819,140.769
2021/01/04/ 20:10:10,102.819,140.769,1,8,2,0,1,15,2,8,1,11,1,5,3756.08,0.0,27258.31,0.0,6638.5,0.0,23.00,0.0,102.78,140.737,102.821,140.758
2021/01/04/ 20:11:15,102.821,140.758,1,8,2,0,1,15,2,8,1,10,1,6,3756.08,0.0,27258.31,0.0,6638.5,0.0,23.00,0.0,102.777,140.743,102.823,140.779
2021/01/04/ 20:12:19,102.823,140.779,1,8,2,0,1,15,2,8,1,10,1,6,3756.08,0.0,27258.31,0.0,6639.3,0.0121,23.03,0.1304,102.777,140.778,102.800,140.789
2021/01/04/ 20:13:24,102.800,140.789,1,8,2,0,1,15,1,9,1,15,1,1,3756.08,0.0,27258.31,0.0,6639.3,0.0,23.03,0.0,102.776,140.76,102.805,140.776
2021/01/04/ 20:14:28,102.805,140.776,1,8,2,0,1,15,0,9,2,15,1,1,3756.08,0.0,27258.31,0.0,6637.7,-0.0241,23.05,0.0868,102.794,140.717,102.806,140.745
2021/01/04/ 20:15:34,102.806,140.745,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6637.7,0.0,23.05,0.0,102.801,140.764,102.790,140.705
102.801,140.764,102.803,140.687
2021/01/04/ 20:16:43,102.803,140.687,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6637.7,0.0,23.05,0.0,102.809,140.786,102.807,140.681
2021/01/04/ 20:17:48,102.807,140.681,1,8,2,0,1,15,2,7,2,4,1,12,3756.08,0.0,27258.31,0.0,6637.7,0.0,23.05,0.0,102.792,140.79,102.800,140.687
102.792,140.79,102.800,140.676
2021/01/04/ 20:18:57,102.800,140.676,1,8,2,0,1,15,1,7,3,5,1,11,3756.08,0.0,27258.31,0.0,6639.9,0.0331,23.01,-0.1735,102.799,140.79,102.791,140.693
2021/01/04/ 20:20:02,102.791,140.693,1,8,2,0,1,15,2,7,2,5,1,11,3756.08,0.0,27258.31,0.0,6639.9,0.0,23.01,0.0,102.79,140.835,102.795,140.721
2021/01/04/ 20:21:06,102.795,140.721,1,8,2,0,1,15,2,7,2,10,1,6,3756.08,0.0,27258.31,0.0,6640.7,0.012,23.02,0.0435,102.794,140.816,102.810,140.710
2021/01/04/ 20:22:12,102.810,140.710,1,8,2,0,1,15,0,9,2,10,1,6,3756.08,0.0,27258.31,0.0,6640.7,0.0,23.02,0.0,102.78,140.789,102.808,140.699
2021/01/04/ 20:23:17,102.808,140.699,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6642.3,0.0241,22.99,-0.1303,102.795,140.767,102.816,140.688
2021/01/04/ 20:24:22,102.816,140.688,1,8,2,0,1,15,2,8,1,4,1,12,3756.08,0.0,27258.31,0.0,6642.3,0.0,22.99,0.0,102.79,140.786,102.816,140.688
2021/01/04/ 20:25:26,102.816,140.688,1,8,2,0,1,15,0,9,2,8,1,8,3756.08,0.0,27258.31,0.0,6638.5,-0.0572,22.99,0.0,102.819,140.769,102.815,140.690
2021/01/04/ 20:26:32,102.815,140.690,1,8,2,0,1,15,0,8,3,5,1,11,3756.08,0.0,27258.31,0.0,6638.5,0.0,22.99,0.0,102.821,140.758,102.818,140.679
2021/01/04/ 20:27:36,102.818,140.679,1,8,2,0,1,15,1,8,2,5,1,11,3756.08,0.0,27258.31,0.0,6636.6,-0.0286,22.95,-0.174,102.823,140.779,102.819,140.693
2021/01/04/ 20:28:42,102.819,140.693,1,8,2,0,1,15,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6636.6,0.0,22.95,0.0,102.8,140.789,102.824,140.676
2021/01/04/ 20:29:46,102.824,140.676,1,8,2,0,1,15,1,7,3,5,1,11,3756.08,0.0,27258.31,0.0,6632.2,-0.0663,23.00,0.2179,102.805,140.776,102.830,140.707
2021/01/04/ 20:30:51,102.830,140.707,1,8,2,0,1,15,1,9,1,9,1,7,3756.08,0.0,27258.31,0.0,6632.2,0.0,23.00,0.0,102.806,140.745,102.832,140.686
2021/01/04/ 20:31:56,102.832,140.686,1,8,2,0,1,15,1,9,1,3,1,13,3756.08,0.0,27258.31,0.0,6632.2,0.0,23.00,0.0,102.803,140.687,102.823,140.695
2021/01/04/ 20:33:01,102.823,140.695,1,8,2,0,1,15,0,8,3,7,1,9,3756.08,0.0,27258.31,0.0,6632.2,0.0,23.00,0.0,102.807,140.681,102.820,140.675
2021/01/04/ 20:34:06,102.820,140.675,1,8,2,0,1,15,0,8,3,3,1,13,3756.08,0.0,27258.31,0.0,6634.6,0.0362,23.04,0.1739,102.8,140.676,102.824,140.646
2021/01/04/ 20:35:11,102.824,140.646,1,8,2,0,1,15,2,7,2,2,1,14,3756.08,0.0,27258.31,0.0,6634.6,0.0,23.04,0.0,102.791,140.693,102.830,140.660
2021/01/04/ 20:36:15,102.830,140.660,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6634.6,0.0,23.04,0.0,102.795,140.721,102.828,140.684
2021/01/04/ 20:37:21,102.828,140.684,1,8,2,0,1,15,0,8,3,3,1,13,3756.08,0.0,27258.31,0.0,6634.6,0.0,23.04,0.0,102.81,140.71,102.814,140.642
2021/01/04/ 20:38:26,102.814,140.642,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6637.2,0.0392,23.03,-0.0434,102.808,140.699,102.820,140.641
2021/01/04/ 20:39:31,102.820,140.641,1,8,2,0,1,15,0,9,2,1,1,15,3756.08,0.0,27258.31,0.0,6637.2,0.0,23.03,0.0,102.816,140.688,102.819,140.638
2021/01/04/ 20:40:36,102.819,140.638,1,8,2,0,1,15,1,7,3,2,1,14,3756.08,0.0,27258.31,0.0,6636.9,-0.0045,23.04,0.0434,102.816,140.688,102.837,140.648
2021/01/04/ 20:41:41,102.837,140.648,1,8,2,0,1,15,0,9,2,4,1,12,3756.08,0.0,27258.31,0.0,6636.9,0.0,23.04,0.0,102.815,140.69,102.835,140.629
2021/01/04/ 20:42:47,102.835,140.629,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0.0,27258.31,0.0,6637.3,0.006,23.05,0.0434,102.818,140.679,102.832,140.612
2021/01/04/ 20:43:52,102.832,140.612,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6637.3,0.0,23.05,0.0,102.819,140.693,102.830,140.636
2021/01/04/ 20:44:57,102.830,140.636,1,8,2,0,1,15,0,9,2,4,1,12,3756.08,0.0,27258.31,0.0,6643.7,0.0964,23.03,-0.0868,102.824,140.676,102.843,140.621
2021/01/04/ 20:46:02,102.843,140.621,1,8,2,0,1,15,1,9,1,1,1,15,3756.08,0.0,27258.31,0.0,6643.7,0.0,23.03,0.0,102.83,140.707,102.845,140.626
2021/01/04/ 20:47:07,102.845,140.626,1,8,2,0,1,15,0,9,2,4,1,12,3756.08,0.0,27258.31,0.0,6647.2,0.0527,23.04,0.0434,102.832,140.686,102.866,140.657
2021/01/04/ 20:48:12,102.866,140.657,1,8,2,0,1,15,2,9,0,10,1,6,3756.08,0.0,27258.31,0.0,6647.2,0.0,23.04,0.0,102.823,140.695,102.854,140.692
2021/01/04/ 20:49:16,102.854,140.692,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0.0,27258.31,0.0,6647.2,0.0,23.04,0.0,102.82,140.675,102.856,140.657
2021/01/04/ 20:50:21,102.856,140.657,1,8,2,0,1,15,2,8,1,9,1,7,3756.08,0.0,27258.31,0.0,6647.2,0.0,23.04,0.0,102.824,140.646,102.848,140.667
2021/01/04/ 20:51:25,102.848,140.667,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6648.0,0.012,23.03,-0.0434,102.83,140.66,102.842,140.670
2021/01/04/ 20:52:31,102.842,140.670,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27258.31,0.0,6648.0,0.0,23.03,0.0,102.828,140.684,102.836,140.630
2021/01/04/ 20:53:37,102.836,140.630,1,8,2,0,1,15,2,7,2,12,1,4,3756.08,0.0,27258.31,0.0,6646.8,-0.0181,23.02,-0.0434,102.814,140.642,102.840,140.633
2021/01/04/ 20:54:43,102.840,140.633,1,8,2,0,1,15,2,7,2,7,1,9,3756.08,0.0,27258.31,0.0,6646.8,0.0,23.02,0.0,102.82,140.641,102.838,140.685
2021/01/04/ 20:55:48,102.838,140.685,1,8,2,0,1,15,1,9,1,15,1,1,3756.08,0.0,27258.31,0.0,6644.2,-0.0391,23.02,0.0,102.819,140.638,102.841,140.693
2021/01/04/ 20:56:54,102.841,140.693,1,8,2,0,1,15,2,9,0,16,1,0,3756.08,0.0,27258.31,0.0,6644.2,0.0,23.02,0.0,102.837,140.648,102.845,140.642
2021/01/04/ 20:57:58,102.845,140.642,1,8,2,0,1,15,3,7,1,1,1,15,3756.08,0.0,27258.31,0.0,6636.9,-0.1099,23.01,-0.0434,102.835,140.629,102.857,140.600
2021/01/04/ 20:59:04,102.857,140.600,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6636.9,0.0,23.01,0.0,102.832,140.612,102.850,140.609
2021/01/04/ 21:00:09,102.850,140.609,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6637.0,0.0015,23.02,0.0435,102.83,140.636,102.872,140.540
2021/01/04/ 21:01:13,102.872,140.540,1,8,2,0,1,15,3,6,2,1,1,15,3756.08,0.0,27258.31,0.0,6637.0,0.0,23.02,0.0,102.843,140.621,102.884,140.537
2021/01/04/ 21:02:18,102.884,140.537,1,8,2,0,1,15,3,5,3,1,1,15,3756.08,0.0,27258.31,0.0,6634.4,-0.0392,23.03,0.0434,102.845,140.626,102.880,140.528
2021/01/04/ 21:03:23,102.880,140.528,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6634.4,0.0,23.03,0.0,102.866,140.657,102.886,140.507
102.866,140.657,102.880,140.491
2021/01/04/ 21:04:37,102.880,140.491,1,8,2,0,1,15,3,6,2,1,1,15,3756.08,0.0,27258.31,0.0,6637.9,0.0528,23.04,0.0434,102.854,140.692,102.902,140.440
2021/01/04/ 21:05:46,102.902,140.440,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6637.9,0.0,23.04,0.0,102.856,140.657,102.889,140.452
2021/01/04/ 21:06:54,102.889,140.452,1,8,2,0,1,15,3,5,3,1,1,15,3756.08,0.0,27258.31,0.0,6636.5,-0.0211,23.02,-0.0868,102.848,140.667,102.900,140.470
2021/01/04/ 21:08:04,102.900,140.470,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6636.5,0.0,23.02,0.0,102.842,140.67,102.899,140.426
2021/01/04/ 21:09:12,102.899,140.426,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6633.6,-0.0437,23.01,-0.0434,102.836,140.63,102.894,140.479
2021/01/04/ 21:10:20,102.894,140.479,1,8,2,0,1,15,0,9,2,4,1,12,3756.08,0.0,27258.31,0.0,6633.6,0.0,23.01,0.0,102.84,140.633,102.895,140.453
2021/01/04/ 21:11:28,102.895,140.453,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0.0,27258.31,0.0,6632.6,-0.0151,23.00,-0.0435,102.838,140.685,102.891,140.487
2021/01/04/ 21:12:37,102.891,140.487,1,8,2,0,1,15,0,9,2,5,1,11,3756.08,0.0,27258.31,0.0,6632.6,0.0,23.00,0.0,102.841,140.693,102.904,140.506
2021/01/04/ 21:13:46,102.904,140.506,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6628.3,-0.0648,23.01,0.0435,102.845,140.642,102.893,140.512
2021/01/04/ 21:14:55,102.893,140.512,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0.0,27258.31,0.0,6628.3,0.0,23.01,0.0,102.857,140.6,102.906,140.528
2021/01/04/ 21:16:01,102.906,140.528,1,8,2,0,1,15,1,8,2,8,1,8,3756.08,0.0,27258.31,0.0,6626.4,-0.0287,23.04,0.1304,102.85,140.609,102.897,140.491
2021/01/04/ 21:17:06,102.897,140.491,1,8,2,0,1,15,2,8,1,5,1,11,3756.08,0.0,27258.31,0.0,6626.4,0.0,23.04,0.0,102.872,140.54,102.921,140.518
102.872,140.54,102.916,140.513
2021/01/04/ 21:18:16,102.916,140.513,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6624.3,-0.0317,23.05,0.0434,102.884,140.537,102.908,140.499
2021/01/04/ 21:19:21,102.908,140.499,1,8,2,0,1,15,2,8,1,5,1,11,3756.08,0.0,27258.31,0.0,6624.3,0.0,23.05,0.0,102.88,140.528,102.896,140.524
2021/01/04/ 21:20:25,102.896,140.524,1,8,2,0,1,15,2,8,1,8,1,8,3756.08,0.0,27258.31,0.0,6624.3,0.0,23.05,0.0,102.88,140.491,102.873,140.525
2021/01/04/ 21:21:30,102.873,140.525,1,8,2,0,1,15,2,9,0,7,1,9,3756.08,0.0,27258.31,0.0,6624.3,0.0,23.05,0.0,102.902,140.44,102.864,140.522
2021/01/04/ 21:22:35,102.864,140.522,1,8,2,0,1,15,1,7,3,8,1,8,3756.08,0.0,27258.31,0.0,6622.0,-0.0347,23.07,0.0868,102.889,140.452,102.859,140.533
2021/01/04/ 21:23:40,102.859,140.533,1,8,2,0,1,15,2,9,0,9,1,7,3756.08,0.0,27258.31,0.0,6622.0,0.0,23.07,0.0,102.9,140.47,102.855,140.539
2021/01/04/ 21:24:45,102.855,140.539,1,8,2,0,1,15,1,8,2,10,1,6,3756.08,0.0,27258.31,0.0,6626.9,0.074,23.13,0.2601,102.899,140.426,102.854,140.526
2021/01/04/ 21:25:51,102.854,140.526,1,8,2,0,1,15,2,8,1,7,1,9,3756.08,0.0,27258.31,0.0,6626.9,0.0,23.13,0.0,102.894,140.479,102.859,140.508
2021/01/04/ 21:26:56,102.859,140.508,1,8,2,0,1,15,2,8,1,2,0,15,3756.08,0.0,27258.31,0.0,6629.2,0.0347,23.15,0.0865,102.895,140.453,102.868,140.528
2021/01/04/ 21:28:02,102.868,140.528,1,8,2,0,1,15,1,9,1,9,1,7,3756.08,0.0,27258.31,0.0,6629.2,0.0,23.15,0.0,102.891,140.487,102.866,140.545
2021/01/04/ 21:29:07,102.866,140.545,1,8,2,0,1,15,3,7,1,10,1,6,3756.08,0.0,27258.31,0.0,6629.2,0.0,23.15,0.0,102.904,140.506,102.857,140.542
2021/01/04/ 21:30:12,102.857,140.542,1,8,2,0,1,15,3,8,0,12,1,4,3756.08,0.0,27258.31,0.0,6629.2,0.0,23.15,0.0,102.893,140.512,102.876,140.565
2021/01/04/ 21:31:19,102.876,140.565,1,8,2,0,1,15,2,6,3,9,1,7,3756.08,0.0,27258.31,0.0,6631.5,0.0347,23.14,-0.0432,102.906,140.528,102.861,140.608
2021/01/04/ 21:32:25,102.861,140.608,1,8,2,0,1,15,4,5,2,14,1,2,3756.08,0.0,27258.31,0.0,6631.5,0.0,23.14,0.0,102.897,140.491,102.878,140.593
2021/01/04/ 21:33:29,102.878,140.593,1,8,2,0,1,15,3,6,2,13,1,3,3756.08,0.0,27258.31,0.0,6631.5,0.0,23.14,0.0,102.916,140.513,102.870,140.571
2021/01/04/ 21:34:34,102.870,140.571,1,8,2,0,1,15,3,7,1,10,1,6,3756.08,0.0,27258.31,0.0,6631.5,0.0,23.14,0.0,102.908,140.499,102.888,140.525
2021/01/04/ 21:35:39,102.888,140.525,1,8,2,0,1,15,2,8,1,0,0,17,3756.08,0.0,27258.31,0.0,6638.6,0.1071,23.16,0.0864,102.896,140.524,102.903,140.544
2021/01/04/ 21:36:44,102.903,140.544,1,8,2,0,1,15,1,9,1,1,1,15,3756.08,0.0,27258.31,0.0,6638.6,0.0,23.16,0.0,102.873,140.525,102.923,140.563
2021/01/04/ 21:37:49,102.923,140.563,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6638.2,-0.006,23.15,-0.0432,102.864,140.522,102.927,140.564
2021/01/04/ 21:38:56,102.927,140.564,1,8,2,0,1,15,2,9,0,11,1,5,3756.08,0.0,27258.31,0.0,6638.2,0.0,23.15,0.0,102.859,140.533,102.930,140.551
2021/01/04/ 21:40:00,102.930,140.551,1,8,2,0,1,15,2,8,1,3,0,14,3756.08,0.0,27258.31,0.0,6638.6,0.006,23.15,0.0,102.855,140.539,102.902,140.518
2021/01/04/ 21:41:07,102.902,140.518,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6638.6,0.0,23.15,0.0,102.854,140.526,102.890,140.541
2021/01/04/ 21:42:11,102.890,140.541,1,8,2,0,1,15,0,9,2,1,1,15,3756.08,0.0,27258.31,0.0,6638.6,0.0,23.15,0.0,102.859,140.508,102.880,140.511
2021/01/04/ 21:43:16,102.880,140.511,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6638.6,0.0,23.15,0.0,102.868,140.528,102.890,140.495
2021/01/04/ 21:44:22,102.890,140.495,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6633.4,-0.0783,23.12,-0.1296,102.866,140.545,102.899,140.496
2021/01/04/ 21:45:27,102.899,140.496,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6633.4,0.0,23.12,0.0,102.857,140.542,102.902,140.493
2021/01/04/ 21:46:31,102.902,140.493,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6632.3,-0.0166,23.09,-0.1298,102.876,140.565,102.910,140.487
2021/01/04/ 21:47:36,102.910,140.487,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6632.3,0.0,23.09,0.0,102.861,140.608,102.902,140.534
2021/01/04/ 21:48:42,102.902,140.534,1,8,2,0,1,15,1,8,2,12,1,4,3756.08,0.0,27258.31,0.0,6630.0,-0.0347,23.12,0.1299,102.878,140.593,102.905,140.530
2021/01/04/ 21:49:48,102.905,140.530,1,8,2,0,1,15,0,9,2,7,1,9,3756.08,0.0,27258.31,0.0,6630.0,0.0,23.12,0.0,102.87,140.571,102.886,140.559
2021/01/04/ 21:50:52,102.886,140.559,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6630.0,0.0,23.12,0.0,102.888,140.525,102.880,140.528
2021/01/04/ 21:51:57,102.880,140.528,1,8,2,0,1,15,2,8,1,3,1,13,3756.08,0.0,27258.31,0.0,6630.0,0.0,23.12,0.0,102.903,140.544,102.889,140.520
2021/01/04/ 21:53:02,102.889,140.520,1,8,2,0,1,15,0,7,4,0,1,16,3756.08,0.0,27258.31,0.0,6632.8,0.0422,23.13,0.0433,102.923,140.563,102.891,140.530
2021/01/04/ 21:54:08,102.891,140.530,1,8,2,0,1,15,3,7,1,11,1,5,3756.08,0.0,27258.31,0.0,6632.8,0.0,23.13,0.0,102.927,140.564,102.913,140.573
2021/01/04/ 21:55:12,102.913,140.573,1,8,2,0,1,15,3,7,1,13,1,3,3756.08,0.0,27258.31,0.0,6632.1,-0.0106,23.11,-0.0865,102.93,140.551,102.916,140.561
2021/01/04/ 21:56:17,102.916,140.561,1,8,2,0,1,15,3,8,0,11,1,5,3756.08,0.0,27258.31,0.0,6632.1,0.0,23.11,0.0,102.902,140.518,102.918,140.571
2021/01/04/ 21:57:21,102.918,140.571,1,8,2,0,1,15,3,5,3,12,1,4,3756.08,0.0,27258.31,0.0,6630.0,-0.0317,23.13,0.0865,102.89,140.541,102.912,140.535
2021/01/04/ 21:58:26,102.912,140.535,1,8,2,0,1,15,3,7,1,10,1,6,3756.08,0.0,27258.31,0.0,6630.0,0.0,23.13,0.0,102.88,140.511,102.921,140.529
2021/01/04/ 21:59:31,102.921,140.529,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27258.31,0.0,6634.6,0.0694,23.11,-0.0865,102.89,140.495,102.903,140.497
2021/01/04/ 22:00:36,102.903,140.497,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6634.6,0.0,23.11,0.0,102.899,140.496,102.910,140.508
2021/01/04/ 22:01:40,102.910,140.508,1,8,2,0,1,15,0,8,3,1,1,15,3756.08,0.0,27258.31,0.0,6637.0,0.0362,23.11,0.0,102.902,140.493,102.926,140.528
2021/01/04/ 22:02:46,102.926,140.528,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0.0,27258.31,0.0,6637.0,0.0,23.11,0.0,102.91,140.487,102.941,140.540
2021/01/04/ 22:03:50,102.941,140.540,1,8,2,0,1,15,2,8,1,11,1,5,3756.08,0.0,27258.31,0.0,6640.0,0.0452,23.11,0.0,102.902,140.534,102.940,140.577
2021/01/04/ 22:04:56,102.940,140.577,1,8,2,0,1,15,3,7,1,14,1,2,3756.08,0.0,27258.31,0.0,6640.0,0.0,23.11,0.0,102.905,140.53,102.963,140.533
2021/01/04/ 22:06:02,102.963,140.533,1,8,2,0,1,15,3,7,1,0,1,16,3756.08,0.0,27258.31,0.0,6641.0,0.0151,23.11,0.0,102.886,140.559,102.964,140.474
2021/01/04/ 22:07:07,102.964,140.474,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6641.0,0.0,23.11,0.0,102.88,140.528,102.920,140.472
2021/01/04/ 22:08:11,102.920,140.472,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6639.9,-0.0166,23.07,-0.1731,102.889,140.52,102.955,140.462
2021/01/04/ 22:09:16,102.955,140.462,1,8,2,0,1,15,0,8,3,1,1,15,3756.08,0.0,27258.31,0.0,6639.9,0.0,23.07,0.0,102.891,140.53,102.948,140.432
2021/01/04/ 22:10:21,102.948,140.432,1,8,2,0,1,15,2,7,2,1,1,15,3756.08,0.0,27258.31,0.0,6642.5,0.0392,23.02,-0.2167,102.913,140.573,102.949,140.432
